ID_Transaccion,Fecha,ID_Cliente,Pais,Ciudad,Categoria,Subcategoria,Producto,Cantidad,Precio_Unitario,Costo_Unitario,Venta_Total,Costo_Total,Metodo_Pago
TRX-112325,2023-09-29,1411,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_13,6.0,11.39,8.97,68.34,53.82,Crédito
TRX-111068,2023-09-30,367,Argentina,Buenos Aires,Hogar,Muebles,Prod_Muebles_3,5.0,61.2,38.41,306.0,192.05,Crédito
TRX-106173,2023-09-30,1906,Argentina,,Hogar,Decoración,Prod_Decoración_10,9.0,37.42,19.68,336.78,177.12,Transferencia
TRX-108630,2023-09-30,482,Perú,Lima,Hogar,Muebles,Prod_Muebles_15,1.0,48.22,29.83,48.22,29.83,Efectivo
TRX-104630,2023-09-30,661,Perú,Arequipa,Hogar,Muebles,Prod_Muebles_2,6.0,14.37,10.13,86.22,60.78,Crédito
TRX-114101,2023-09-30,1852,Argentina,Buenos Aires,Electrónica,Celulares,Prod_Celulares_5,6.0,45.94,30.44,275.64,182.64,Transferencia
TRX-110716,2023-09-30,1763,Argentina,Buenos Aires,Electrónica,Tablets,Prod_Tablets_6,2.0,246.9,159.94,493.8,319.88,Debito
TRX-108430,2023-09-30,303,Chile,Concepción,,Decoración,Prod_Decoración_2,1.0,,18.1,25.72,18.1,Transferencia
TRX-111384,2023-09-30,639,Perú,Trujillo,Electrónica,Laptops,Prod_Laptops_12,4.0,205.9,135.96,823.6,543.84,Efectivo
TRX-103212,2023-09-30,1846,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_16,3.0,37.77,21.03,113.31,63.09,Transferencia
TRX-103019,2023-09-30,1913,Argentina,,Hogar,Muebles,Prod_Muebles_15,3.0,26.63,21.2,79.89,63.6,
TRX-106388,2023-09-30,18,Chile,Concepción,Ropa,Dama,Prod_Dama_12,3.0,55.52,43.82,166.56,131.46,Crédito
TRX-108689,2023-09-30,666,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_11,8.0,50.38,29.63,403.04,237.04,Efectivo
TRX-110387,2023-09-30,1103,Chile,Santiago,Hogar,Decoración,Prod_Decoración_18,3.0,39.81,28.8,119.43,86.4,Transferencia
TRX-109212,2023-09-30,645,Chile,Concepción,Ropa,Caballero,Prod_Caballero_8,8.0,12.54,6.92,100.32,55.36,Crédito
TRX-114596,2023-09-30,142,Perú,Trujillo,Hogar,Iluminación,Prod_Iluminación_7,3.0,37.8,20.64,113.4,61.92,Crédito
TRX-101248,2023-09-30,1530,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_7,4.0,200.24,144.96,800.96,579.84,Débito
TRX-101121,2023-09-30,47,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_12,5.0,51.4,29.62,257.0,148.1,Transferencia
TRX-107294,2023-09-30,1850,Chile,Santiago,Ropa,Dama,Prod_Dama_10,7.0,,28.31,253.4,198.17,Crédito
TRX-103365,2023-09-30,28,Argentina,Rosario,Ropa,Dama,Prod_Dama_17,2.0,21.5,15.46,43.0,30.92,Efectivo
TRX-100688,2023-09-30,382,Chile,Santiago,Hogar,Cocina,Prod_Cocina_17,6.0,46.43,24.41,278.58,146.46,Crédito
TRX-110110,2023-09-30,1982,Chile,Santiago,Electrónica,Accesorios,Prod_Accesorios_9,4.0,171.21,127.95,684.84,511.8,Crédito
TRX-101007,2023-09-30,1810,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_6,7.0,46.81,28.77,327.67,201.39,Débito
TRX-114556,2023-09-30,963,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_15,7.0,130.88,75.13,916.16,525.91,Efectivo
TRX-106754,2023-09-30,1790,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_8,6.0,186.04,102.92,1116.24,617.52,Efectivo
TRX-111113,2023-09-30,462,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_19,,42.97,25.43,171.88,101.72,Efectivo
TRX-114435,2023-09-30,1246,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_15,2.0,179.01,115.21,358.02,230.42,Débito
TRX-106502,2023-09-30,239,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_13,7.0,35.18,27.66,246.26,193.62,Débito
TRX-101804,2023-09-30,329,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_12,,237.37,124.42,712.11,373.26,Débito
TRX-109637,2023-09-30,1227,Perú,Lima,Electrónica,Laptops,Prod_Laptops_3,8.0,156.01,92.76,1248.08,742.08,Débito
TRX-107481,2023-09-30,1793,Argentina,Buenos Aires,Electrónica,Tablets,Prod_Tablets_8,2.0,116.83,91.41,233.66,182.82,Débito
TRX-106711,2023-09-30,162,Argentina,Buenos Aires,Electrónica,Accesorios,Prod_Accesorios_7,6.0,106.85,71.85,641.1,431.1,Efectivo
TRX-100453,2023-09-30,87,Perú,Arequipa,Ropa,Infantil,Prod_Infantil_4,6.0,45.2,32.56,271.2,195.36,Débito
TRX-108115,2023-09-30,1698,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_10,2.0,,39.4,99.4,78.8,Transferencia
TRX-107102,2023-09-30,1134,Argentina,Córdoba,Ropa,Dama,Prod_Dama_7,2.0,31.97,16.49,63.94,32.98,
TRX-113362,2023-09-30,536,Argentina,Rosario,HOGAR,Muebles,Prod_Muebles_12,9.0,65.42,51.23,588.78,461.07,Efectivo
TRX-103784,2023-09-30,102,Chile,Valparaíso,Hogar,Iluminación,Prod_Iluminación_1,,10.13,6.95,60.78,41.7,Efectivo
TRX-104311,2023-09-30,1998,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_14,6.0,20.05,12.7,120.3,76.2,Crédito
TRX-105156,2023-09-30,1394,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_4,7.0,27.89,14.73,195.23,103.11,Débito
TRX-112739,2023-09-30,878,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_17,4.0,27.62,17.52,110.48,70.08,Efectivo
TRX-112894,2023-09-30,406,Perú,Lima,Electrónica,Tablets,Prod_Tablets_10,3.0,162.92,87.38,488.76,262.14,Efectivo
TRX-110752,2023-09-30,1989,Perú,Arequipa,,Caballero,Prod_Caballero_15,2.0,49.65,31.85,99.3,63.7,Crédito
TRX-105455,2023-09-30,751,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_5,2.0,37.9,25.06,75.8,50.12,Transferencia
TRX-114997,2023-09-30,108,Argentina,Rosario,Ropa,Calzado,Prod_Calzado_2,7.0,10.11,6.5,70.77,45.5,Efectivo
TRX-108215,2023-09-30,1536,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_5,2.0,237.41,121.46,474.82,242.92,Transferencia
TRX-113105,2023-09-30,1363,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_12,8.0,42.92,,343.36,197.52,Efectivo
TRX-104915,2023-09-30,1037,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_9,2.0,93.91,59.32,187.82,118.64,Crédito
TRX-102192,2023-09-30,117,Argentina,Buenos Aires,Hogar,Muebles,Prod_Muebles_17,5.0,41.67,26.98,208.35,134.9,Transferencia
TRX-108284,2023-09-30,1259,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_19,3.0,134.33,68.8,402.99,206.4,Transferencia
TRX-106471,2023-09-30,1975,Perú,Trujillo,Electrónica,Celulares,Prod_Celulares_15,2.0,,42.51,106.38,85.02,Efectivo
TRX-112672,2023-09-30,198,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_19,1.0,24.63,16.81,24.63,16.81,Transferencia
TRX-108468,2023-09-30,624,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_14,9.0,25.5,,229.5,164.25,Débito
TRX-110912,2023-10-01,196,Argentina,Rosario,Hogar,Decoración,Prod_Decoración_6,6.0,45.24,30.01,271.44,180.06,Crédito
TRX-102161,2023-10-01,1446,Argentina,Buenos Aires,Hogar,Decoración,Prod_Decoración_15,8.0,50.74,40.24,405.92,321.92,Efectivo
TRX-112149,2023-10-01,1173,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_16,1.0,,101.26,152.7,101.26,Crédito
TRX-102213,2023-10-01,1595,Argentina,Córdoba,Ropa,Calzado,Prod_Calzado_9,6.0,56.11,39.29,336.66,235.74,Débito
TRX-108647,2023-10-01,47,Argentina,Buenos Aires,Electrónica,Tablets,Prod_Tablets_3,,135.54,102.89,677.7,514.45,Transferencia
TRX-104679,2023-10-01,945,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_17,6.0,47.42,27.84,284.52,167.04,
TRX-104901,2023-10-01,960,Perú,Lima,Ropa,Calzado,Prod_Calzado_13,7.0,66.62,43.86,466.34,307.02,Débito
TRX-104992,2023-10-01,1121,Perú,Lima,Electrónica,Tablets,Prod_Tablets_19,2.0,205.0,160.3,410.0,320.6,Débito
TRX-107984,2023-10-01,1986,Chile,Concepción,Ropa,Caballero,Prod_Caballero_8,5.0,33.92,26.2,169.6,131.0,DEBITO
TRX-104571,2023-10-01,1508,Argentina,,Electrónica,Laptops,Prod_Laptops_6,8.0,107.88,64.61,863.04,516.88,Transferencia
TRX-101841,2023-10-01,1634,Argentina,Buenos Aires,Ropa,Dama,Prod_Dama_11,,21.8,13.48,130.8,80.88,Débito
TRX-113379,2023-10-01,812,Chile,Concepción,Hogar,Cocina,Prod_Cocina_6,5.0,19.57,14.14,97.85,70.7,Efectivo
TRX-112760,2023-10-01,1919,Chile,Santiago,Ropa,Caballero,Prod_Caballero_1,8.0,73.11,45.99,584.88,367.92,Transferencia
TRX-104262,2023-10-01,1787,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_2,8.0,39.75,25.62,318.0,204.96,Crédito
TRX-101110,2023-10-01,1965,Chile,Concepción,Hogar,Decoración,Prod_Decoración_16,9.0,42.89,27.74,386.01,249.66,Crédito
TRX-114303,2023-10-01,1453,Argentina,Rosario,Hogar,Cocina,Prod_Cocina_7,7.0,14.9,8.77,104.3,61.39,Efectivo
TRX-100054,2023-10-01,1127,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_2,4.0,33.89,18.05,135.56,72.2,
TRX-109739,2023-10-01,33,Perú,,Hogar,Iluminación,Prod_Iluminación_7,2.0,54.87,29.37,109.74,58.74,Transferencia
TRX-113111,2023-10-01,1442,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_12,5.0,30.96,20.0,154.8,100.0,Transferencia
TRX-114547,2023-10-01,1822,Perú,Trujillo,Electrónica,Celulares,Prod_Celulares_19,8.0,92.13,,737.04,425.36,Débito
TRX-114525,2023-10-01,1412,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_7,9.0,79.99,48.51,719.91,436.59,Crédito
TRX-110822,2023-10-01,158,Argentina,Rosario,,Tablets,Prod_Tablets_6,5.0,197.53,151.55,987.65,757.75,Débito
TRX-114398,2023-10-01,1314,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_16,5.0,118.01,77.67,590.05,388.35,Débito
TRX-107621,2023-10-01,703,Perú,Trujillo,Ropa,Caballero,Prod_Caballero_18,5.0,60.12,40.5,300.6,202.5,Débito 
TRX-107814,2023-10-02,208,Argentina,Buenos Aires,Electrónica,Celulares,Prod_Celulares_6,3.0,166.56,115.55,499.68,346.65,Transferencia
TRX-112658,2023-10-02,165,Perú,Arequipa,Ropa,Infantil,Prod_Infantil_15,1.0,29.65,23.51,29.65,23.51,Crédito
TRX-110313,2023-10-02,371,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_13,5.0,27.3,16.1,136.5,80.5,Débito
TRX-107037,2023-10-02,809,Chile,Santiago,Hogar,Cocina,Prod_Cocina_8,9.0,9.98,5.08,89.82,45.72,Transferencia
TRX-112223,2023-10-02,840,Chile,Santiago,Electrónica,Tablets,Prod_Tablets_15,7.0,151.21,81.6,1058.47,571.2,Débito
TRX-104202,2023-10-02,1011,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_15,6.0,237.62,140.28,1425.72,841.68,Transferencia
TRX-113356,2023-10-02,133,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_7,5.0,26.97,18.44,134.85,92.2,Transferencia
TRX-107015,2023-10-02,570,Perú,Arequipa,Ropa,Infantil,Prod_Infantil_19,2.0,38.57,20.53,77.14,41.06,Débito
TRX-104523,2023-10-02,1675,Perú,Trujillo,Electrónica,Laptops,Prod_Laptops_8,4.0,151.45,92.96,605.8,371.84,
TRX-101213,2023-10-02,1769,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_12,1.0,42.59,32.44,42.59,32.44,Crédito
TRX-113025,2023-10-02,343,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_13,4.0,12.72,7.82,50.88,31.28,Crédito
TRX-100532,2023-10-02,85,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_13,4.0,28.96,22.77,115.84,91.08,Crédito
TRX-105493,2023-10-02,928,Chile,Concepción,Electrónica,Accesorios,Prod_Accesorios_14,6.0,168.08,115.81,1008.48,694.86,Efectivo
TRX-103708,2023-10-02,1719,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_13,4.0,35.25,19.57,141.0,78.28,Transf.
TRX-103882,2023-10-02,1186,Argentina,Córdoba,Hogar,Iluminación,Prod_Iluminación_17,7.0,55.0,39.54,385.0,276.78,Efectivo
TRX-112080,2023-10-02,108,Chile,Valparaíso,Ropa,Caballero,Prod_Caballero_11,5.0,62.43,48.57,312.15,242.85,Débito
TRX-113292,2023-10-02,345,Argentina,Rosario,Hogar,Cocina,Prod_Cocina_19,4.0,23.58,13.42,94.32,53.68,Crédito
TRX-109413,2023-10-02,155,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_6,3.0,121.8,96.39,365.4,289.17,Transferencia
TRX-108688,2023-10-02,577,Perú,Trujillo,Ropa,Infantil,Prod_Infantil_17,7.0,27.45,19.07,192.15,133.49,Efectivo
TRX-111520,2023-10-02,1531,Chile,Concepción,Hogar,Cocina,Prod_Cocina_2,3.0,52.35,34.53,157.05,103.59,Débito
TRX-107408,2023-10-02,1987,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_19,2.0,46.09,34.96,92.18,69.92,Transferencia
TRX-109022,2023-10-02,1208,Chile,Santiago,Ropa,Dama,Prod_Dama_19,2.0,39.82,22.1,79.64,44.2,Crédito
TRX-103870,2023-10-02,176,Chile ,Valparaíso,Electrónica,Accesorios,Prod_Accesorios_7,9.0,123.62,97.26,1112.58,875.34,Transferencia
TRX-104320,2023-10-02,69,Perú,Lima,Ropa,Caballero,Prod_Caballero_17,7.0,29.65,22.07,207.55,154.49,Crédito
TRX-100777,2023-10-02,550,Chile,Concepción,Ropa,Caballero,Prod_Caballero_1,7.0,21.55,16.01,150.85,112.07,Transferencia
TRX-114650,2023-10-02,261,Perú,Arequipa,Hogar,Decoración,Prod_Decoración_19,2.0,53.12,41.05,106.24,82.1,Crédito
TRX-101745,2023-10-02,993,Argentina,Buenos Aires,Electrónica,Laptops,Prod_Laptops_14,5.0,143.27,,716.35,480.9,Crédito
TRX-107364,2023-10-02,238,Chile,Santiago,Ropa,Caballero,Prod_Caballero_1,1.0,46.35,33.64,46.35,33.64,Crédito
TRX-110664,2023-10-02,1832,Argentina,Córdoba,Ropa,Calzado,Prod_Calzado_13,8.0,,34.56,361.2,276.48,Crédito
TRX-111589,2023-10-02,448,Perú,Lima,Ropa,Caballero,Prod_Caballero_14,3.0,22.52,13.88,67.56,41.64,Crédito
TRX-102661,2023-10-02,946,Argentina,Rosario,ELECTRONICA,Tablets,Prod_Tablets_9,8.0,145.1,101.68,1160.8,813.44,Crédito
TRX-111416,2023-10-02,1397,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_3,9.0,48.16,,433.44,329.85,
TRX-113054,2023-10-02,594,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_8,4.0,175.28,112.07,701.12,448.28,Efectivo
TRX-111349,2023-10-03,295,Chile,Valparaíso,Electrónica,Tablets,Prod_Tablets_16,3.0,135.09,104.63,405.27,313.89,Crédito
TRX-107359,2023-10-03,1155,Chile,Concepción,Electrónica,Celulares,Prod_Celulares_18,8.0,180.58,103.66,1444.64,829.28,Crédito
TRX-109909,2023-10-03,1148,Argentina,Buenos Aires,Ropa,Dama,Prod_Dama_10,1.0,24.9,12.48,24.9,12.48,Efectivo
TRX-113240,2023-10-03,280,Chile,Santiago,Electrónica,Accesorios,Prod_Accesorios_9,8.0,55.03,42.6,440.24,340.8,Efectivo
TRX-102938,2023-10-03,1940,Perú,Lima,Ropa,Infantil,Prod_Infantil_1,5.0,59.65,38.68,298.25,193.4,Crédito
TRX-110058,2023-10-03,1605,Chile,Santiago,Electrónica,Accesorios,Prod_Accesorios_6,,160.67,122.86,1124.69,860.02,Transferencia
TRX-103933,2023-10-03,538,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_2,8.0,135.3,79.42,1082.4,635.36,Efectivo
TRX-106166,2023-10-03,146,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_3,3.0,30.43,16.71,91.29,50.13,
TRX-108008,2023-10-03,1327,Chile,Valparaíso,Ropa,Dama,Prod_Dama_7,7.0,30.27,19.86,211.89,139.02,Crédito
TRX-102452,2023-10-03,306,Perú,Trujillo,Electrónica,Laptops,Prod_Laptops_6,9.0,117.0,86.96,1053.0,782.64,Efectivo
TRX-112184,2023-10-03,723,CHILE,Concepción,Hogar,Iluminación,Prod_Iluminación_14,7.0,25.13,19.42,175.91,135.94,Crédito
TRX-106381,2023-10-03,372,Perú,Lima,Ropa,Calzado,Prod_Calzado_19,2.0,31.68,21.12,63.36,42.24,Efectivo
TRX-109421,2023-10-03,1955,Argentina,Buenos Aires,Electrónica,Accesorios,Prod_Accesorios_19,1.0,76.69,60.38,76.69,60.38,Efectivo
TRX-110311,2023-10-03,126,Perú,Arequipa,,Caballero,Prod_Caballero_13,2.0,77.71,55.29,155.42,110.58,Transferencia
TRX-108158,2023-10-03,1649,Chile,Valparaíso,,Muebles,Prod_Muebles_11,5.0,38.37,,191.85,148.85,Efectivo
TRX-105975,2023-10-03,771,Argentina,Rosario,Ropa,Dama,Prod_Dama_3,5.0,26.46,16.78,132.3,83.9,Débito
TRX-112053,2023-10-03,1636,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_15,9.0,136.09,70.99,1224.81,638.91,Débito
TRX-112537,2023-10-03,460,Chile,Santiago,Ropa,Calzado,Prod_Calzado_16,9.0,25.44,16.92,228.96,152.28,
TRX-108060,2023-10-03,649,Argentina,Rosario,Hogar,Iluminación,Prod_Iluminación_8,3.0,32.71,24.99,98.13,74.97,Crédito
TRX-108779,2023-10-03,1748,Chile,Valparaíso,Ropa,Dama,Prod_Dama_13,2.0,54.65,42.76,109.3,85.52,Débito
TRX-106031,2023-10-03,47,Perú,,,Cocina,Prod_Cocina_15,3.0,47.93,29.19,143.79,87.57,
TRX-114108,2023-10-03,1967,Perú,,Hogar,Decoración,Prod_Decoración_4,6.0,49.24,33.81,295.44,202.86,Efectivo
TRX-107196,2023-10-03,1669,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_1,2.0,49.32,34.05,98.64,68.1,Transferencia
TRX-110662,2023-10-03,1186,Perú,Arequipa,Electrónica,Accesorios,Prod_Accesorios_19,9.0,142.37,106.53,1281.33,958.77,Transferencia
TRX-111136,2023-10-03,1701,Perú,Trujillo,Electrónica,Tablets,Prod_Tablets_3,2.0,88.51,56.64,177.02,113.28,Débito
TRX-102496,2023-10-03,1168,Chile,Santiago,Electrónica,Celulares,Prod_Celulares_19,6.0,198.23,103.86,1189.38,623.16,Efectivo
TRX-103965,2023-10-03,898,Chile,Concepción,Hogar,Decoración,Prod_Decoración_14,9.0,57.19,44.04,514.71,396.36,CREDITO
TRX-111220,2023-10-03,462,Argentina,Rosario,Ropa,Infantil,Prod_Infantil_18,7.0,5.0,3.88,35.0,27.16,Efectivo
TRX-106187,2023-10-03,1707,Argentina,Córdoba,Ropa,Infantil,Prod_Infantil_5,2.0,26.02,20.59,52.04,41.18,Débito
TRX-104044,2023-10-04,1495,Perú,Arequipa,Ropa,Dama,Prod_Dama_14,,58.24,32.78,291.2,163.9,Crédito
TRX-112055,2023-10-04,14,Perú,Arequipa,Ropa,Calzado,Prod_Calzado_7,8.0,,26.28,299.12,210.24,Transferencia
TRX-109377,2023-10-04,739,Chile,Santiago,Hogar,Cocina,Prod_Cocina_17,7.0,32.68,19.68,228.76,137.76,Débito
TRX-102716,2023-10-04,1218,Chile,Concepción,Hogar,Muebles,Prod_Muebles_5,4.0,64.16,41.01,256.64,164.04,Crédito
TRX-100396,2023-10-04,331,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_4,5.0,45.49,28.06,227.45,140.3,Efectivo
TRX-103620,2023-10-04,637,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_6,8.0,35.86,28.43,286.88,227.44,Débito
TRX-103764,2023-10-04,1320,Perú,Trujillo,Electrónica,Accesorios,Prod_Accesorios_6,3.0,154.11,111.66,462.33,334.98,Transferencia
TRX-100370,2023-10-04,1961,Argentina,Rosario,Electrónica,Tablets,Prod_Tablets_1,7.0,107.68,80.79,753.76,565.53,Débito
TRX-102659,2023-10-04,1599,Argentina,Buenos Aires,Electrónica,Tablets,Prod_Tablets_13,,117.39,66.65,469.56,266.6,Débito
TRX-111949,2023-10-04,102,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_5,6.0,28.3,17.81,169.8,106.86,Débito
TRX-109616,2023-10-04,1599,Chile,Concepción,Ropa,Calzado,Prod_Calzado_11,5.0,16.68,12.74,83.4,63.7,Débito
TRX-103111,2023-10-04,144,Perú,Trujillo,Hogar,Cocina,Prod_Cocina_4,4.0,62.96,39.09,251.84,156.36,Efectivo
TRX-110655,2023-10-04,855,Chile,Concepción,Hogar,Decoración,Prod_Decoración_1,1.0,50.51,26.81,50.51,26.81,Transferencia
TRX-103146,2023-10-04,1493,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_6,5.0,35.17,26.7,175.85,133.5,
TRX-113139,2023-10-04,1969,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_7,5.0,37.18,19.14,185.9,95.7,Transferencia
TRX-102212,2023-10-04,114,Chile,Santiago,Electrónica,Celulares,Prod_Celulares_18,5.0,153.22,,766.1,586.25,Transferencia
TRX-108454,2023-10-04,1067,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_6,1.0,36.75,27.29,36.75,27.29,Transferencia
TRX-100027,2023-10-04,121,Perú,Lima,Electrónica,Laptops,Prod_Laptops_17,3.0,162.84,127.47,488.52,382.41,Transferencia
TRX-105588,2023-10-04,1959,Perú,Trujillo,Electrónica,Laptops,Prod_Laptops_5,5.0,132.8,70.21,664.0,351.05,Transferencia
TRX-101045,2023-10-04,984,Argentina,Rosario,Ropa,Calzado,Prod_Calzado_19,5.0,50.8,29.11,254.0,145.55,Crédito
TRX-104156,2023-10-04,544,Argentina,Rosario,Hogar,Cocina,Prod_Cocina_14,2.0,33.36,20.43,66.72,40.86,Débito
TRX-101164,2023-10-04,1342,Chile,Concepción,Hogar,Cocina,Prod_Cocina_3,4.0,43.52,26.75,174.08,107.0,Transferencia
TRX-112605,2023-10-04,1999,Chile,Santiago,Ropa,Caballero,Prod_Caballero_17,2.0,45.3,33.86,90.6,67.72,Débito
TRX-106616,2023-10-04,524,Argentina,Córdoba,Hogar,Muebles,Prod_Muebles_13,6.0,44.48,27.63,266.88,165.78,Crédito
TRX-106066,2023-10-04,1450,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_12,4.0,22.27,11.52,89.08,46.08,Efectivo
TRX-114982,2023-10-04,855,Perú,,Ropa,Infantil,Prod_Infantil_16,4.0,39.97,23.39,159.88,93.56,Transferencia
TRX-104855,2023-10-04,1643,Chile,Concepción,Hogar,Muebles,Prod_Muebles_9,6.0,44.96,30.3,269.76,181.8,Crédito
TRX-104421,2023-10-04,1779,Perú,Lima,Electrónica,Accesorios,Prod_Accesorios_4,9.0,166.6,123.61,1499.4,1112.49,Crédito
TRX-109390,2023-10-04,1846,Argentina,Rosario,Electrónica,Laptops,Prod_Laptops_15,8.0,162.07,111.79,1296.56,894.32,Crédito
TRX-111443,2023-10-04,103,Chile,Concepción,Electrónica,Laptops,Prod_Laptops_8,2.0,95.49,61.85,190.98,123.7,Crédito
TRX-100662,2023-10-04,1201,Chile,Valparaíso,Ropa,Dama,Prod_Dama_12,9.0,34.19,24.4,307.71,219.6,Débito
TRX-105863,2023-10-04,1726,Perú,Lima,Electrónica,Tablets,Prod_Tablets_1,9.0,114.77,70.93,1032.93,638.37,Crédito
TRX-107071,2023-10-05,1862,Chile,Santiago,Electrónica,Laptops,Prod_Laptops_2,2.0,206.64,164.59,413.28,329.18,Débito
TRX-111747,2023-10-05,583,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_8,1.0,48.29,26.36,48.29,26.36,Efectivo
TRX-108602,2023-10-05,1900,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_1,1.0,45.06,34.96,45.06,34.96,Crédito
TRX-109735,2023-10-05,1470,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_9,6.0,166.24,106.41,997.44,638.46,Transferencia
TRX-106691,2023-10-05,336,PERU,Trujillo,Electrónica,Laptops,Prod_Laptops_10,9.0,170.95,118.55,1538.55,1066.95,Transferencia
TRX-104805,2023-10-05,381,Chile,Santiago,Electrónica,Tablets,Prod_Tablets_19,3.0,163.87,91.96,491.61,275.88,Efectivo
TRX-114952,2023-10-05,1058,Chile,Santiago,Electrónica,Laptops,Prod_Laptops_12,8.0,213.17,144.37,1705.36,1154.96,Efectivo
TRX-110592,2023-10-05,768,Chile,Santiago,Ropa,Caballero,Prod_Caballero_12,6.0,40.69,22.04,244.14,132.24,Crédito
TRX-111345,2023-10-05,309,Argentina,Córdoba,Ropa,Caballero,Prod_Caballero_12,7.0,31.38,20.19,219.66,141.33,
TRX-112023,2023-10-05,1893,Perú,Trujillo,Ropa,Infantil,Prod_Infantil_14,8.0,60.16,33.88,481.28,271.04,Débito
TRX-112094,2023-10-05,1579,Argentina,Córdoba,Hogar,Cocina,Prod_Cocina_19,2.0,28.17,15.4,56.34,30.8,Efectivo
TRX-105018,2023-10-05,1824,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_8,6.0,25.15,13.95,150.9,83.7,Crédito
TRX-105923,2023-10-05,1781,Perú,Lima,HOGAR,Decoración,Prod_Decoración_10,6.0,36.86,19.43,221.16,116.58,Efectivo
TRX-111092,2023-10-05,167,Chile,Santiago,Ropa,Infantil,Prod_Infantil_6,5.0,31.47,16.67,157.35,83.35,Transferencia
TRX-103272,2023-10-05,1722,Chile,Valparaíso,,Celulares,Prod_Celulares_4,6.0,177.58,96.69,1065.48,580.14,Débito
TRX-107720,2023-10-05,848,Perú,Lima,Electrónica,Celulares,Prod_Celulares_1,3.0,123.74,87.89,371.22,263.67,Efectivo
TRX-107564,2023-10-05,420,Chile,Concepción,Ropa,Infantil,Prod_Infantil_14,8.0,13.11,8.1,104.88,64.8,Crédito
TRX-107311,2023-10-05,662,Perú,Lima,Ropa,Calzado,Prod_Calzado_10,7.0,9.9,6.99,69.3,48.93,Crédito
TRX-106265,2023-10-05,1869,Chile,Santiago,Hogar,Muebles,Prod_Muebles_6,3.0,45.93,32.69,137.79,98.07,Débito
TRX-102075,2023-10-05,176,Perú,Arequipa,Ropa,Caballero,Prod_Caballero_7,3.0,18.93,12.86,56.79,38.58,Efectivo
TRX-106234,2023-10-05,1928,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_1,1.0,24.53,18.65,24.53,18.65,Transferencia
