,ID_Transaccion,Fecha,ID_Cliente,Pais,Ciudad,Categoria,Subcategoria,Producto,Cantidad,Precio_Unitario,Costo_Unitario,Venta_Total,Costo_Total,Metodo_Pago,Ganancia_Bruta,mes_texto,Total_Compras,Indice_Constancia
6834,TRX-102291,2023-09-08,556,Chile,Santiago,Ropa,Infantil,Prod_Infantil_6,9.0,47.65,34.54,428.85,310.86,Débito,117.99,09-Septiembre,5,02-Regular
6835,TRX-107302,2023-09-08,1296,Chile,Valparaíso,Ropa,Calzado,Prod_Calzado_16,9.0,21.94,14.28,197.46,128.52,Transferencia,68.94,09-Septiembre,9,02-Regular
6836,TRX-112252,2023-09-08,1005,Argentina,Buenos Aires,Hogar,Decoración,Prod_Decoración_6,8.0,51.97,40.21,415.76,321.68,Crédito,94.08,09-Septiembre,5,02-Regular
6837,TRX-110000,2023-09-08,226,Argentina,Córdoba,Ropa,Caballero,Prod_Caballero_2,8.0,28.43,19.25,227.44,154.0,Transferencia,73.44,09-Septiembre,6,02-Regular
6838,TRX-107653,2023-09-08,604,Perú,Lima,Ropa,Calzado,Prod_Calzado_16,7.0,25.18,18.95,176.26,132.65,Transferencia,43.61,09-Septiembre,8,02-Regular
6839,TRX-106896,2023-09-08,138,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_13,7.0,128.02,82.37,896.14,576.59,Crédito,319.55,09-Septiembre,6,02-Regular
6840,TRX-106886,2023-09-08,1635,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_5,9.0,26.21,16.26,235.89,146.34,Transferencia,89.55,09-Septiembre,6,02-Regular
6841,TRX-114855,2023-09-09,8,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_10,6.0,41.67,31.06,250.02,186.36,Crédito,63.66,09-Septiembre,5,02-Regular
6842,TRX-103080,2023-09-09,949,Chile,Concepción,Ropa,Infantil,Prod_Infantil_9,4.0,30.94,22.7,123.76,90.8,Transferencia,32.96,09-Septiembre,7,02-Regular
6843,TRX-100775,2023-09-09,1762,Chile,Sin Especificar,Hogar,Decoración,Prod_Decoración_4,5.0,79.32,58.92,396.6,294.6,No Identificado,102.0,09-Septiembre,6,02-Regular
6844,TRX-100823,2023-09-09,1099,Chile,Concepción,Ropa,Dama,Prod_Dama_10,1.0,45.36,28.18,45.36,28.18,Débito,17.18,09-Septiembre,7,02-Regular
6845,TRX-104313,2023-09-09,1667,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_4,4.0,54.29,37.03,217.16,148.12,Transferencia,69.04,09-Septiembre,5,02-Regular
6846,TRX-114845,2023-09-09,522,Chile,Sin Especificar,Ropa,Caballero,Prod_Caballero_18,5.0,24.73,16.85,123.65,84.25,Transferencia,39.4,09-Septiembre,11,01-Fiel (VIP)
6847,TRX-114476,2023-09-09,191,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_1,1.0,39.99,25.55,39.99,25.55,Transferencia,14.44,09-Septiembre,2,03-Ocasional
6848,TRX-114627,2023-09-09,142,Perú,Arequipa,Electrónica,Tablets,Prod_Tablets_17,4.0,79.37,39.9,317.48,159.6,Crédito,157.88,09-Septiembre,9,02-Regular
6849,TRX-114665,2023-09-09,1864,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_6,1.0,59.09,40.25,59.09,40.25,Crédito,18.84,09-Septiembre,5,02-Regular
6850,TRX-103830,2023-09-09,1109,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_7,8.0,67.16,49.45,537.28,395.6,Efectivo,141.68,09-Septiembre,7,02-Regular
6851,TRX-100096,2023-09-09,479,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_15,7.0,43.84,32.87,306.88,230.09,Transferencia,76.79,09-Septiembre,6,02-Regular
6852,TRX-106530,2023-09-09,180,Perú,Arequipa,Ropa,Calzado,Prod_Calzado_2,1.0,18.81,12.6,18.81,12.6,Transferencia,6.21,09-Septiembre,8,02-Regular
6853,TRX-109727,2023-09-09,775,Perú,Trujillo,Hogar,Iluminación,Prod_Iluminación_14,7.0,38.5,24.44,269.5,171.08,Crédito,98.42,09-Septiembre,9,02-Regular
6854,TRX-100317,2023-09-09,810,Perú,Lima,Hogar,Cocina,Prod_Cocina_4,9.0,55.72,41.24,501.48,371.16,Débito,130.32,09-Septiembre,13,01-Fiel (VIP)
6855,TRX-103013,2023-09-09,668,Chile,Santiago,Ropa,Dama,Prod_Dama_6,3.0,35.62,17.98,106.86,53.94,Efectivo,52.92,09-Septiembre,6,02-Regular
6856,TRX-100292,2023-09-09,1098,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_10,4.0,51.68,29.42,206.72,117.68,Efectivo,89.04,09-Septiembre,10,01-Fiel (VIP)
6857,TRX-100980,2023-09-09,525,Chile,Santiago,Ropa,Calzado,Prod_Calzado_12,5.0,64.72,33.67,323.6,168.35,Transferencia,155.25,09-Septiembre,6,02-Regular
6858,TRX-104952,2023-09-09,981,Perú,Arequipa,Electrónica,Laptops,Prod_Laptops_14,1.0,25.32,17.05,25.32,17.05,Crédito,8.27,09-Septiembre,5,02-Regular
6859,TRX-104890,2023-09-09,1190,Perú,Trujillo,Electrónica,Laptops,Prod_Laptops_18,6.0,104.2,61.27,625.2,367.62,Débito,257.58,09-Septiembre,7,02-Regular
6860,TRX-106985,2023-09-10,444,Chile,Santiago,Hogar,Decoración,Prod_Decoración_15,2.0,29.07,18.87,58.14,37.74,Transferencia,20.4,09-Septiembre,7,02-Regular
6861,TRX-111693,2023-09-10,780,Perú,Trujillo,Hogar,Cocina,Prod_Cocina_8,9.0,27.35,18.04,246.15,162.36,Crédito,83.79,09-Septiembre,5,02-Regular
6862,TRX-111872,2023-09-10,442,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_3,1.0,49.05,29.62,49.05,29.62,Transferencia,19.43,09-Septiembre,6,02-Regular
6863,TRX-114626,2023-09-10,1026,Argentina,Córdoba,Hogar,Muebles,Prod_Muebles_3,7.0,40.54,25.63,283.78,179.41,Crédito,104.37,09-Septiembre,6,02-Regular
6864,TRX-108211,2023-09-10,1859,Argentina,Buenos Aires,Hogar,Iluminación,Prod_Iluminación_12,6.0,55.02,36.66,330.12,219.96,Crédito,110.16,09-Septiembre,4,02-Regular
6865,TRX-100747,2023-09-10,1069,Argentina,Córdoba,Electrónica,Accesorios,Prod_Accesorios_10,3.0,169.74,99.26,509.22,297.78,Crédito,211.44,09-Septiembre,6,02-Regular
6866,TRX-111803,2023-09-10,1394,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_8,9.0,35.09,24.08,315.81,216.72,Crédito,99.09,09-Septiembre,10,01-Fiel (VIP)
6867,TRX-102944,2023-09-10,337,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_4,6.0,52.08,38.5,312.48,231.0,Crédito,81.48,09-Septiembre,6,02-Regular
6868,TRX-112653,2023-09-10,1116,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_3,1.0,24.64,12.81,24.64,12.81,Crédito,11.83,09-Septiembre,5,02-Regular
6869,TRX-108745,2023-09-10,948,Argentina,Córdoba,Ropa,Caballero,Prod_Caballero_15,9.0,38.81,22.68,349.29,204.12,Transferencia,145.17,09-Septiembre,6,02-Regular
6870,TRX-112166,2023-09-10,1521,Chile,Valparaíso,Ropa,Caballero,Prod_Caballero_2,8.0,41.1,32.19,328.8,257.52,Transferencia,71.28,09-Septiembre,4,02-Regular
6871,TRX-111663,2023-09-10,1695,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_4,2.0,63.61,44.85,127.22,89.7,Transferencia,37.52,09-Septiembre,5,02-Regular
6872,TRX-113726,2023-09-10,968,Chile,Concepción,Hogar,Decoración,Prod_Decoración_17,9.0,37.77,23.07,339.93,207.63,No Identificado,132.3,09-Septiembre,11,01-Fiel (VIP)
6873,TRX-105988,2023-09-10,65,Argentina,Sin Especificar,Electrónica,Accesorios,Prod_Accesorios_3,3.0,180.68,102.33,542.04,306.99,Transferencia,235.05,09-Septiembre,8,02-Regular
6874,TRX-114333,2023-09-10,1912,Perú,Trujillo,Ropa,Dama,Prod_Dama_10,5.0,32.3,22.9,161.5,114.5,Crédito,47.0,09-Septiembre,12,01-Fiel (VIP)
6875,TRX-102999,2023-09-10,1787,Chile,Santiago,Ropa,Calzado,Prod_Calzado_5,3.0,51.18,37.43,153.54,112.29,Crédito,41.25,09-Septiembre,5,02-Regular
6876,TRX-112146,2023-09-10,1244,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_5,8.0,51.27,37.44,410.16,299.52,Débito,110.64,09-Septiembre,6,02-Regular
6877,TRX-100429,2023-09-10,262,Perú,Sin Especificar,Hogar,Muebles,Prod_Muebles_11,1.0,23.25,12.97,23.25,12.97,Débito,10.28,09-Septiembre,10,01-Fiel (VIP)
6878,TRX-108258,2023-09-10,1226,Argentina,Buenos Aires,Ropa,Dama,Prod_Dama_8,4.0,51.92,27.35,207.68,109.4,Débito,98.28,09-Septiembre,13,01-Fiel (VIP)
6879,TRX-107533,2023-09-10,1912,Perú,Arequipa,Ropa,Infantil,Prod_Infantil_19,8.0,49.17,33.68,393.36,269.44,Crédito,123.92,09-Septiembre,12,01-Fiel (VIP)
6880,TRX-110227,2023-09-10,1852,Perú,Trujillo,Hogar,Decoración,Prod_Decoración_12,8.0,21.37,15.08,170.96,120.64,Crédito,50.32,09-Septiembre,8,02-Regular
6881,TRX-107827,2023-09-10,523,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_15,2.0,54.2,38.34,108.4,76.68,No Identificado,31.72,09-Septiembre,6,02-Regular
6882,TRX-106609,2023-09-10,1638,Perú,Trujillo,Hogar,Muebles,Prod_Muebles_16,1.0,24.2,15.34,24.2,15.34,Transferencia,8.86,09-Septiembre,8,02-Regular
6883,TRX-113068,2023-09-11,272,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_11,5.0,32.49,25.09,162.45,125.45,Efectivo,37.0,09-Septiembre,7,02-Regular
6884,TRX-114265,2023-09-11,1606,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_3,3.0,35.77,25.57,107.31,76.71,Transferencia,30.6,09-Septiembre,7,02-Regular
6885,TRX-105151,2023-09-11,1471,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_17,3.0,49.24,24.69,147.72,74.07,Transferencia,73.65,09-Septiembre,6,02-Regular
6886,TRX-113043,2023-09-11,562,Chile,Santiago,Ropa,Dama,Prod_Dama_19,7.0,33.99,19.79,237.93,138.53,No Identificado,99.4,09-Septiembre,7,02-Regular
6887,TRX-109511,2023-09-11,863,Chile,Valparaíso,Ropa,Caballero,Prod_Caballero_15,8.0,53.88,37.69,431.04,301.52,Efectivo,129.52,09-Septiembre,8,02-Regular
6888,TRX-101383,2023-09-11,870,Perú,Lima,Hogar,Cocina,Prod_Cocina_2,8.0,49.76,27.55,398.08,220.4,Efectivo,177.68,09-Septiembre,7,02-Regular
6889,TRX-109869,2023-09-11,395,Chile,Concepción,Ropa,Calzado,Prod_Calzado_19,3.0,22.9,14.55,68.7,43.65,Débito,25.05,09-Septiembre,6,02-Regular
6890,TRX-100587,2023-09-11,1048,Argentina,Rosario,Ropa,Infantil,Prod_Infantil_17,4.0,45.93,23.13,183.72,92.52,Crédito,91.2,09-Septiembre,10,01-Fiel (VIP)
6891,TRX-106368,2023-09-11,1378,Perú,Arequipa,Electrónica,Laptops,Prod_Laptops_18,1.0,135.59,90.05,135.59,90.05,Transferencia,45.54,09-Septiembre,8,02-Regular
6892,TRX-112523,2023-09-11,494,Perú,Arequipa,Electrónica,Laptops,Prod_Laptops_10,6.0,146.75,94.01,880.5,564.06,Crédito,316.44,09-Septiembre,7,02-Regular
6893,TRX-114516,2023-09-11,1059,Perú,Lima,Hogar,Decoración,Prod_Decoración_14,7.0,38.06,27.32,266.42,191.24,Transferencia,75.18,09-Septiembre,8,02-Regular
6894,TRX-100350,2023-09-11,617,Perú,Lima,Hogar,Muebles,Prod_Muebles_16,7.0,8.28,6.28,57.96,43.96,Transferencia,14.0,09-Septiembre,8,02-Regular
6895,TRX-103648,2023-09-11,708,Chile,Concepción,Electrónica,Celulares,Prod_Celulares_18,8.0,112.14,67.54,897.12,540.32,Efectivo,356.8,09-Septiembre,3,03-Ocasional
6896,TRX-101342,2023-09-11,1667,Chile,Santiago,Hogar,Iluminación,Prod_Iluminación_10,7.0,5.0,3.78,35.0,26.46,Efectivo,8.54,09-Septiembre,5,02-Regular
6897,TRX-105088,2023-09-11,1146,Chile,Valparaíso,Hogar,Decoración,Prod_Decoración_11,4.0,27.63,19.39,110.52,77.56,Transferencia,32.96,09-Septiembre,3,03-Ocasional
6898,TRX-106981,2023-09-11,1551,Argentina,Rosario,Hogar,Muebles,Prod_Muebles_2,3.0,27.4,19.04,82.2,57.12,Transferencia,25.08,09-Septiembre,8,02-Regular
6899,TRX-102768,2023-09-11,1828,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_6,3.0,18.14,11.83,54.42,35.49,Transferencia,18.93,09-Septiembre,6,02-Regular
6900,TRX-114254,2023-09-11,1721,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_3,1.0,42.29,29.8,42.29,29.8,Efectivo,12.49,09-Septiembre,7,02-Regular
6901,TRX-111277,2023-09-11,535,Chile,Concepción,Ropa,Calzado,Prod_Calzado_18,5.0,36.0,24.13,180.0,120.65,Crédito,59.35,09-Septiembre,9,02-Regular
6902,TRX-102986,2023-09-11,164,Perú,Lima,Hogar,Iluminación,Prod_Iluminación_5,4.0,5.0,3.34,20.0,13.36,No Identificado,6.64,09-Septiembre,5,02-Regular
6903,TRX-108995,2023-09-11,831,Argentina,Rosario,Hogar,Decoración,Prod_Decoración_12,3.0,28.89,20.5,86.67,61.5,Crédito,25.17,09-Septiembre,5,02-Regular
6904,TRX-114691,2023-09-11,394,Argentina,Buenos Aires,Electrónica,Laptops,Prod_Laptops_11,5.0,71.19,51.95,355.95,259.75,Crédito,96.2,09-Septiembre,6,02-Regular
6905,TRX-100326,2023-09-11,762,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_14,8.0,51.7,37.33,413.6,298.64,Efectivo,114.96,09-Septiembre,4,02-Regular
6906,TRX-113745,2023-09-11,564,Argentina,Rosario,Hogar,Decoración,Prod_Decoración_2,6.0,43.1,25.08,258.6,150.48,Crédito,108.12,09-Septiembre,8,02-Regular
6907,TRX-113499,2023-09-11,1172,Argentina,Córdoba,Ropa,Calzado,Prod_Calzado_19,1.0,37.15,21.81,37.15,21.81,Efectivo,15.34,09-Septiembre,4,02-Regular
6908,TRX-103379,2023-09-11,1126,Chile,Santiago,Electrónica,Tablets,Prod_Tablets_3,3.0,90.91,46.59,272.73,139.77,Crédito,132.96,09-Septiembre,8,02-Regular
6909,TRX-110619,2023-09-11,1086,Perú,Lima,Hogar,Cocina,Prod_Cocina_19,3.0,51.39,38.87,154.17,116.61,Efectivo,37.56,09-Septiembre,4,02-Regular
6910,TRX-109066,2023-09-11,836,Chile,Santiago,Ropa,Dama,Prod_Dama_10,3.0,40.05,21.27,120.15,63.81,Crédito,56.34,09-Septiembre,5,02-Regular
6911,TRX-104948,2023-09-12,1133,Perú,Trujillo,Hogar,Iluminación,Prod_Iluminación_14,2.0,50.98,31.6,101.96,63.2,Débito,38.76,09-Septiembre,12,01-Fiel (VIP)
6912,TRX-110566,2023-09-12,459,Perú,Trujillo,Hogar,Cocina,Prod_Cocina_7,6.0,28.15,16.61,168.9,99.66,Débito,69.24,09-Septiembre,12,01-Fiel (VIP)
6913,TRX-100158,2023-09-12,378,Argentina,Buenos Aires,Ropa,Infantil,Prod_Infantil_8,5.0,66.97,48.27,334.85,241.35,Crédito,93.5,09-Septiembre,6,02-Regular
6914,TRX-100967,2023-09-12,227,Chile,Concepción,Hogar,Cocina,Prod_Cocina_15,4.0,18.58,12.86,74.32,51.44,Transferencia,22.88,09-Septiembre,1,03-Ocasional
6915,TRX-100274,2023-09-12,1909,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_6,1.0,61.02,36.4,61.02,36.4,Efectivo,24.62,09-Septiembre,8,02-Regular
6916,TRX-109196,2023-09-12,1862,Argentina,Córdoba,Electrónica,Celulares,Prod_Celulares_19,7.0,114.17,67.01,799.19,469.07,Transferencia,330.12,09-Septiembre,6,02-Regular
6917,TRX-109089,2023-09-12,639,Chile,Santiago,Electrónica,Accesorios,Prod_Accesorios_12,7.0,108.18,67.2,757.26,470.4,Efectivo,286.86,09-Septiembre,10,01-Fiel (VIP)
6918,TRX-114870,2023-09-12,1255,Perú,Trujillo,Ropa,Dama,Prod_Dama_15,4.0,51.19,39.27,204.76,157.08,Crédito,47.68,09-Septiembre,6,02-Regular
6919,TRX-112281,2023-09-12,368,Chile,Valparaíso,Electrónica,Celulares,Prod_Celulares_11,4.0,83.17,60.14,332.68,240.56,Débito,92.12,09-Septiembre,10,01-Fiel (VIP)
6920,TRX-105960,2023-09-12,608,Chile,Santiago,Hogar,Decoración,Prod_Decoración_12,7.0,58.46,35.21,409.22,246.47,Transferencia,162.75,09-Septiembre,7,02-Regular
6921,TRX-109113,2023-09-12,206,Argentina,Córdoba,Hogar,Decoración,Prod_Decoración_7,8.0,13.68,7.41,109.44,59.28,Débito,50.16,09-Septiembre,6,02-Regular
6922,TRX-114883,2023-09-12,1987,Perú,Arequipa,Hogar,Iluminación,Prod_Iluminación_16,4.0,30.39,19.02,121.56,76.08,Crédito,45.48,09-Septiembre,3,03-Ocasional
6923,TRX-101549,2023-09-12,1547,Perú,Trujillo,Hogar,Decoración,Prod_Decoración_15,8.0,24.94,14.72,199.52,117.76,Transferencia,81.76,09-Septiembre,7,02-Regular
6924,TRX-113662,2023-09-12,1451,Argentina,Rosario,Hogar,Cocina,Prod_Cocina_19,8.0,44.28,24.99,354.24,199.92,Efectivo,154.32,09-Septiembre,7,02-Regular
6925,TRX-110745,2023-09-12,1296,Chile,Sin Especificar,Ropa,Caballero,Prod_Caballero_4,7.0,11.04,6.93,77.28,48.51,Transferencia,28.77,09-Septiembre,9,02-Regular
6926,TRX-105150,2023-09-12,1065,Chile,Valparaíso,Hogar,Cocina,Prod_Cocina_9,6.0,53.65,36.75,321.9,220.5,Crédito,101.4,09-Septiembre,5,02-Regular
6927,TRX-103191,2023-09-12,249,Argentina,Sin Especificar,Ropa,Infantil,Prod_Infantil_18,8.0,61.46,43.26,491.68,346.08,Transferencia,145.6,09-Septiembre,8,02-Regular
6928,TRX-103917,2023-09-12,1575,Perú,Lima,Hogar,Cocina,Prod_Cocina_5,3.0,32.09,24.37,96.27,73.11,Efectivo,23.16,09-Septiembre,4,02-Regular
6929,TRX-107574,2023-09-12,526,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_12,1.0,20.22,15.56,20.22,15.56,Efectivo,4.66,09-Septiembre,10,01-Fiel (VIP)
6930,TRX-114617,2023-09-12,135,Argentina,Buenos Aires,Ropa,Calzado,Prod_Calzado_9,6.0,53.92,30.93,323.52,185.58,Efectivo,137.94,09-Septiembre,2,03-Ocasional
6931,TRX-111014,2023-09-12,1765,Chile,Santiago,Ropa,Calzado,Prod_Calzado_16,3.0,35.13,27.72,105.39,83.16,Crédito,22.23,09-Septiembre,8,02-Regular
6932,TRX-109521,2023-09-12,1657,Argentina,Buenos Aires,Ropa,Dama,Prod_Dama_16,7.0,49.0,25.92,343.0,181.44,Transferencia,161.56,09-Septiembre,4,02-Regular
6933,TRX-109864,2023-09-12,30,Chile,Sin Especificar,Ropa,Infantil,Prod_Infantil_16,1.0,64.99,35.25,64.99,35.25,Transferencia,29.74,09-Septiembre,6,02-Regular
6934,TRX-103929,2023-09-12,1062,Chile,Valparaíso,Electrónica,Accesorios,Prod_Accesorios_9,8.0,114.14,87.62,913.12,700.96,Débito,212.16,09-Septiembre,3,03-Ocasional
6935,TRX-106360,2023-09-12,490,Chile,Santiago,Ropa,Dama,Prod_Dama_7,5.0,31.15,15.92,155.75,79.6,Transferencia,76.15,09-Septiembre,9,02-Regular
6936,TRX-109158,2023-09-13,1631,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_2,3.0,44.89,34.96,134.67,104.88,Débito,29.79,09-Septiembre,5,02-Regular
6937,TRX-103253,2023-09-13,1739,Perú,Lima,Hogar,Decoración,Prod_Decoración_1,1.0,19.25,14.18,19.25,14.18,Débito,5.07,09-Septiembre,7,02-Regular
6938,TRX-112216,2023-09-13,1739,Chile,Concepción,Hogar,Cocina,Prod_Cocina_1,4.0,55.73,35.99,222.92,143.96,Débito,78.96,09-Septiembre,7,02-Regular
6939,TRX-105823,2023-09-13,1409,Perú,Arequipa,Ropa,Dama,Prod_Dama_9,4.0,46.77,34.96,187.08,139.84,Crédito,47.24,09-Septiembre,8,02-Regular
6940,TRX-100432,2023-09-13,757,Argentina,Rosario,Electrónica,Celulares,Prod_Celulares_1,4.0,154.36,116.91,617.44,467.64,Crédito,149.8,09-Septiembre,9,02-Regular
6941,TRX-104650,2023-09-13,1381,Chile,Santiago,Hogar,Decoración,Prod_Decoración_16,2.0,27.02,21.5,54.04,43.0,Crédito,11.04,09-Septiembre,7,02-Regular
6942,TRX-103035,2023-09-13,170,Argentina,Buenos Aires,Electrónica,Tablets,Prod_Tablets_2,4.0,183.34,137.94,733.36,551.76,Transferencia,181.6,09-Septiembre,7,02-Regular
6943,TRX-106907,2023-09-13,235,Perú,Arequipa,Hogar,Muebles,Prod_Muebles_18,6.0,49.39,38.0,296.34,228.0,Débito,68.34,09-Septiembre,9,02-Regular
6944,TRX-108026,2023-09-13,353,Perú,Lima,Ropa,Dama,Prod_Dama_19,8.0,65.15,35.45,521.2,283.6,No Identificado,237.6,09-Septiembre,6,02-Regular
6945,TRX-109125,2023-09-13,1383,Chile,Sin Especificar,Ropa,Caballero,Prod_Caballero_1,8.0,55.28,35.52,442.24,284.16,Débito,158.08,09-Septiembre,12,01-Fiel (VIP)
6946,TRX-105025,2023-09-13,772,Argentina,Rosario,Hogar,Cocina,Prod_Cocina_12,7.0,44.77,25.63,313.39,179.41,Crédito,133.98,09-Septiembre,8,02-Regular
6947,TRX-110261,2023-09-13,441,Perú,Trujillo,Ropa,Dama,Prod_Dama_2,5.0,30.11,20.53,150.55,102.65,Transferencia,47.9,09-Septiembre,9,02-Regular
6948,TRX-105549,2023-09-13,984,Perú,Lima,Hogar,Muebles,Prod_Muebles_1,3.0,17.54,9.35,52.62,28.05,Débito,24.57,09-Septiembre,6,02-Regular
6949,TRX-102939,2023-09-13,483,Chile,Valparaíso,Ropa,Infantil,Prod_Infantil_16,7.0,34.47,22.37,241.29,156.59,Transferencia,84.7,09-Septiembre,4,02-Regular
6950,TRX-106353,2023-09-13,795,Argentina,Buenos Aires,Hogar,Decoración,Prod_Decoración_2,3.0,29.83,23.83,89.49,71.49,Transferencia,18.0,09-Septiembre,15,01-Fiel (VIP)
6951,TRX-114847,2023-09-13,1360,Perú,Arequipa,Ropa,Caballero,Prod_Caballero_13,8.0,17.48,9.42,139.84,75.36,Transferencia,64.48,09-Septiembre,4,02-Regular
6952,TRX-105971,2023-09-13,1156,Argentina,Buenos Aires,Electrónica,Accesorios,Prod_Accesorios_10,3.0,77.47,48.33,232.41,144.99,Efectivo,87.42,09-Septiembre,9,02-Regular
6953,TRX-101604,2023-09-13,1970,Argentina,Córdoba,Ropa,Infantil,Prod_Infantil_7,2.0,27.95,14.35,55.9,28.7,Transferencia,27.2,09-Septiembre,7,02-Regular
6954,TRX-100883,2023-09-13,865,Perú,Lima,Ropa,Calzado,Prod_Calzado_8,7.0,21.83,13.16,152.81,92.12,Débito,60.69,09-Septiembre,5,02-Regular
6955,TRX-114515,2023-09-13,462,Chile,Valparaíso,Hogar,Muebles,Prod_Muebles_7,4.0,40.1,27.17,160.4,108.68,Débito,51.72,09-Septiembre,11,01-Fiel (VIP)
6956,TRX-110756,2023-09-13,73,Perú,Arequipa,Hogar,Cocina,Prod_Cocina_7,3.0,45.25,29.31,135.75,87.93,Transferencia,47.82,09-Septiembre,4,02-Regular
6957,TRX-113473,2023-09-13,588,Perú,Lima,Electrónica,Tablets,Prod_Tablets_3,4.0,132.58,90.03,530.32,360.12,Crédito,170.2,09-Septiembre,12,01-Fiel (VIP)
6958,TRX-114731,2023-09-13,1696,Chile,Valparaíso,Electrónica,Celulares,Prod_Celulares_15,2.0,194.47,155.22,388.94,310.44,Efectivo,78.5,09-Septiembre,6,02-Regular
6959,TRX-103174,2023-09-13,657,Argentina,Sin Especificar,Ropa,Dama,Prod_Dama_16,4.0,61.67,35.53,246.68,142.12,Crédito,104.56,09-Septiembre,10,01-Fiel (VIP)
6960,TRX-110618,2023-09-13,399,Argentina,Buenos Aires,Ropa,Dama,Prod_Dama_7,5.0,12.01,7.53,60.05,37.65,Débito,22.4,09-Septiembre,6,02-Regular
6961,TRX-111737,2023-09-14,1499,Chile,Concepción,Electrónica,Tablets,Prod_Tablets_13,4.0,148.25,112.53,593.0,450.12,Débito,142.88,09-Septiembre,3,03-Ocasional
6962,TRX-110732,2023-09-14,1206,Perú,Trujillo,Ropa,Infantil,Prod_Infantil_2,8.0,53.59,40.85,428.72,326.8,No Identificado,101.92,09-Septiembre,8,02-Regular
6963,TRX-101081,2023-09-14,849,Argentina,Rosario,Hogar,Cocina,Prod_Cocina_11,6.0,40.72,23.67,244.32,142.02,Transferencia,102.3,09-Septiembre,12,01-Fiel (VIP)
6964,TRX-113728,2023-09-14,1271,Chile,Valparaíso,Electrónica,Laptops,Prod_Laptops_1,2.0,244.48,191.97,488.96,383.94,Débito,105.02,09-Septiembre,6,02-Regular
6965,TRX-102450,2023-09-14,1774,Chile,Concepción,Hogar,Iluminación,Prod_Iluminación_8,4.0,35.07,24.71,140.28,98.84,Efectivo,41.44,09-Septiembre,7,02-Regular
6966,TRX-111062,2023-09-14,1697,Perú,Lima,Ropa,Infantil,Prod_Infantil_13,3.0,51.65,37.11,154.95,111.33,Débito,43.62,09-Septiembre,6,02-Regular
6967,TRX-114977,2023-09-14,1819,Perú,Trujillo,Ropa,Calzado,Prod_Calzado_9,6.0,29.52,19.87,177.12,119.22,Crédito,57.9,09-Septiembre,6,02-Regular
6968,TRX-105002,2023-09-14,1634,Perú,Lima,Hogar,Cocina,Prod_Cocina_19,6.0,14.25,9.69,85.5,58.14,Crédito,27.36,09-Septiembre,10,01-Fiel (VIP)
6969,TRX-109873,2023-09-14,510,Chile,Sin Especificar,Ropa,Dama,Prod_Dama_8,5.0,42.13,29.56,210.65,147.8,Crédito,62.85,09-Septiembre,6,02-Regular
6970,TRX-113082,2023-09-14,309,Argentina,Rosario,Ropa,Caballero,Prod_Caballero_16,8.0,53.51,29.4,428.08,235.2,Efectivo,192.88,09-Septiembre,10,01-Fiel (VIP)
6971,TRX-112694,2023-09-14,706,Chile,Concepción,Ropa,Infantil,Prod_Infantil_14,4.0,39.12,27.38,156.48,109.52,Transferencia,46.96,09-Septiembre,6,02-Regular
6972,TRX-102149,2023-09-14,221,Argentina,Rosario,Electrónica,Accesorios,Prod_Accesorios_14,6.0,71.95,39.81,431.7,238.86,Débito,192.84,09-Septiembre,7,02-Regular
6973,TRX-113947,2023-09-14,1007,Chile,Santiago,Hogar,Decoración,Prod_Decoración_19,8.0,51.38,35.94,411.04,287.52,Transferencia,123.52,09-Septiembre,7,02-Regular
6974,TRX-108862,2023-09-14,1130,Chile,Santiago,Hogar,Decoración,Prod_Decoración_19,9.0,41.09,30.11,369.81,270.99,Débito,98.82,09-Septiembre,8,02-Regular
6975,TRX-114868,2023-09-14,1669,Argentina,Buenos Aires,Hogar,Cocina,Prod_Cocina_1,9.0,23.26,12.64,209.34,113.76,Crédito,95.58,09-Septiembre,14,01-Fiel (VIP)
